,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
26977,Queens,Jamaica,40.66875,-73.78506,Entire home/apt,96,1,259,12.99,1,307
26978,Manhattan,Gramercy,40.73684,-73.98058,Private room,57,3,75,3.73,1,242
26979,Manhattan,Greenwich Village,40.7345,-73.99747,Entire home/apt,395,2,0,0.0,1,0
26980,Bronx,Belmont,40.85456,-73.88521,Private room,29,4,5,0.25,2,360
26981,Manhattan,Upper West Side,40.78584,-73.97342,Entire home/apt,350,5,31,1.54,1,166
26982,Brooklyn,Bedford-Stuyvesant,40.68533,-73.95086,Entire home/apt,120,2,26,1.82,1,22
26983,Brooklyn,Prospect-Lefferts Gardens,40.66066,-73.94409,Private room,100,2,24,1.14,3,358
26984,Brooklyn,Bedford-Stuyvesant,40.67752,-73.91489,Entire home/apt,190,5,59,2.86,5,24
26985,Brooklyn,Boerum Hill,40.68497,-73.97986,Entire home/apt,200,3,45,2.29,1,3
26986,Brooklyn,Prospect-Lefferts Gardens,40.65894,-73.94226,Private room,70,2,32,1.53,3,358
26987,Bronx,Soundview,40.82407,-73.8614,Private room,49,2,25,1.32,2,184
26988,Brooklyn,Prospect-Lefferts Gardens,40.65909,-73.94423,Private room,70,2,58,2.8,3,60
26989,Brooklyn,Bedford-Stuyvesant,40.6891,-73.95452,Private room,70,2,7,0.36,2,49
26990,Manhattan,East Harlem,40.80641,-73.94114,Entire home/apt,237,3,45,2.18,1,89
26991,Brooklyn,Williamsburg,40.71561,-73.96307,Private room,129,1,66,3.32,2,84
26992,Manhattan,Upper West Side,40.80246,-73.96741,Private room,72,3,1,0.05,1,0
26993,Manhattan,Hell's Kitchen,40.76587,-73.98527,Private room,90,1,0,0.0,1,0
26994,Brooklyn,Boerum Hill,40.68486,-73.98487,Entire home/apt,800,7,2,0.11,1,246
26995,Brooklyn,South Slope,40.66489,-73.99128,Entire home/apt,130,6,4,0.22,1,5
26996,Brooklyn,Bedford-Stuyvesant,40.68417,-73.92726,Entire home/apt,160,2,0,0.0,1,171
26997,Manhattan,Murray Hill,40.74871,-73.9753,Entire home/apt,175,30,2,0.11,50,365
26998,Staten Island,New Springville,40.58508,-74.16162,Entire home/apt,58,1,87,4.18,1,0
26999,Manhattan,Upper East Side,40.777,-73.94861,Entire home/apt,115,3,38,1.81,1,0
27000,Manhattan,Murray Hill,40.7487,-73.97862,Entire home/apt,300,3,0,0.0,3,294
27001,Manhattan,Murray Hill,40.74827,-73.97868,Private room,577,2,1,0.1,3,293
27002,Manhattan,Greenwich Village,40.73025,-73.99996,Private room,104,31,1,0.05,2,0
27003,Manhattan,Gramercy,40.73666,-73.98544,Shared room,49,1,76,3.64,2,0
27004,Queens,Queens Village,40.7167,-73.73473,Private room,35,3,8,0.61,1,38
27005,Brooklyn,Gowanus,40.6812,-73.98186,Private room,85,3,2,0.15,1,0
27006,Manhattan,Hell's Kitchen,40.76152,-73.98959,Private room,91,1,32,1.59,3,181
27007,Brooklyn,Crown Heights,40.67178,-73.92362,Private room,80,1,108,5.18,2,0
27008,Manhattan,Hell's Kitchen,40.76119,-73.9873,Entire home/apt,200,3,41,1.97,3,181
27009,Brooklyn,Crown Heights,40.67318,-73.92321,Private room,80,1,98,4.75,2,0
27010,Brooklyn,Bedford-Stuyvesant,40.68469,-73.94885,Entire home/apt,175,5,10,0.49,1,0
27011,Queens,Long Island City,40.76048,-73.94068,Shared room,45,5,16,0.77,5,88
27012,Manhattan,Financial District,40.7094,-74.00145,Private room,96,4,4,0.19,1,0
27013,Brooklyn,Bedford-Stuyvesant,40.68466,-73.92523,Entire home/apt,180,4,31,1.47,1,339
27014,Brooklyn,Bedford-Stuyvesant,40.69216,-73.92933,Entire home/apt,100,5,5,0.27,1,0
27015,Brooklyn,Crown Heights,40.67487,-73.95721,Entire home/apt,129,1,79,3.88,1,144
27016,Queens,Astoria,40.75807,-73.90977,Private room,60,1,66,3.29,1,19
27017,Manhattan,Upper West Side,40.79027,-73.97241,Entire home/apt,135,2,0,0.0,1,0
27018,Manhattan,Chinatown,40.71541,-73.99083,Private room,95,1,132,6.45,1,27
27019,Queens,Rosedale,40.65111,-73.73441,Private room,125,3,0,0.0,1,0
27020,Queens,Jamaica,40.69943,-73.81444,Private room,48,1,49,2.4,4,255
27021,Queens,Astoria,40.77134,-73.92424,Entire home/apt,250,3,1,0.05,1,180
27022,Manhattan,Harlem,40.81631,-73.94203,Private room,300,1,1,0.05,1,0
27023,Brooklyn,Bedford-Stuyvesant,40.67947,-73.94649,Private room,44,2,3,0.14,1,0
27024,Brooklyn,Bushwick,40.69143,-73.91756,Private room,75,1,27,1.32,2,0
27025,Brooklyn,Sunset Park,40.63863,-74.01916,Entire home/apt,88,14,1,0.05,1,0
27026,Brooklyn,Gowanus,40.66933,-73.99158,Entire home/apt,125,3,70,3.38,1,99
27027,Manhattan,Nolita,40.72022,-73.99604,Entire home/apt,300,3,0,0.0,1,0
27028,Queens,Middle Village,40.71285,-73.87627,Entire home/apt,250,2,4,0.19,1,364
27029,Brooklyn,Bedford-Stuyvesant,40.68562,-73.93836,Private room,44,2,96,4.66,3,7
27030,Manhattan,Harlem,40.80989,-73.9549,Private room,174,1,111,5.37,5,244
27031,Manhattan,Upper East Side,40.77331,-73.95328,Entire home/apt,199,3,1,0.05,1,17
27032,Brooklyn,Williamsburg,40.70579,-73.94277,Private room,128,1,1,0.05,1,144
27033,Manhattan,Harlem,40.81807,-73.95487,Private room,30,3,86,4.32,2,0
27034,Brooklyn,Williamsburg,40.71923,-73.95515,Entire home/apt,150,2,3,0.15,1,0
27035,Queens,Woodside,40.74599,-73.89507,Private room,65,1,133,8.87,1,7
27036,Manhattan,Washington Heights,40.84412,-73.93968,Private room,50,3,1,0.05,1,0
27037,Bronx,University Heights,40.8568,-73.9149,Entire home/apt,175,2,68,3.34,1,89
27038,Manhattan,East Village,40.72025,-73.97833,Private room,86,6,5,0.25,4,0
27039,Manhattan,Little Italy,40.71966,-73.99591,Private room,325,2,5,0.26,1,0
27040,Manhattan,Upper East Side,40.78098,-73.9467,Entire home/apt,95,2,58,2.96,1,0
27041,Manhattan,Harlem,40.82794,-73.94163,Private room,50,4,3,0.14,3,0
27042,Manhattan,Lower East Side,40.71954,-73.98914,Entire home/apt,250,7,7,0.37,1,0
27043,Brooklyn,Park Slope,40.67587,-73.9793,Entire home/apt,165,6,5,0.25,2,73
27044,Manhattan,Upper West Side,40.76877,-73.98371,Entire home/apt,150,5,1,0.05,1,0
27045,Brooklyn,Bedford-Stuyvesant,40.68899,-73.94673,Entire home/apt,90,1,17,0.92,1,158
27046,Manhattan,Upper West Side,40.77455,-73.98882,Private room,156,3,86,4.11,3,68
27047,Queens,Long Island City,40.74726,-73.94304,Entire home/apt,110,20,2,0.1,1,0
27048,Brooklyn,Williamsburg,40.71318,-73.96038,Private room,70,1,8,0.41,1,0
27049,Brooklyn,Bushwick,40.68742,-73.91628,Entire home/apt,154,3,26,1.41,3,341
27050,Manhattan,Harlem,40.80999,-73.95484,Private room,85,2,76,3.68,2,0
27051,Brooklyn,Bushwick,40.70808,-73.9205,Entire home/apt,299,2,8,0.63,2,0
27052,Bronx,Clason Point,40.81728,-73.86343,Private room,40,3,5,0.46,2,365
27053,Manhattan,Harlem,40.80839,-73.95269,Private room,85,2,78,3.77,2,0
27054,Manhattan,East Harlem,40.78996,-73.94873,Entire home/apt,127,2,3,0.15,1,0
27055,Bronx,Kingsbridge,40.87847,-73.90268,Private room,80,3,1,0.05,1,0
27056,Manhattan,East Village,40.7266,-73.984,Entire home/apt,195,3,2,0.11,1,0
27057,Manhattan,Harlem,40.81956,-73.95277,Shared room,25,3,61,2.99,2,7
27058,Queens,Ridgewood,40.70839,-73.89516,Private room,35,3,1,0.05,1,0
27059,Manhattan,NoHo,40.72617,-73.99218,Entire home/apt,250,2,2,0.1,2,0
27060,Brooklyn,Prospect-Lefferts Gardens,40.65851,-73.96151,Entire home/apt,120,3,2,0.1,1,0
27061,Manhattan,Upper East Side,40.77719,-73.9511,Entire home/apt,139,2,45,2.18,1,14
27062,Brooklyn,Williamsburg,40.71023,-73.95827,Private room,100,2,1,0.05,1,0
27063,Queens,Elmhurst,40.7434,-73.8839,Entire home/apt,90,5,0,0.0,2,0
27064,Manhattan,Upper West Side,40.77158,-73.98976,Private room,150,300,2,0.1,1,365
27065,Manhattan,Chelsea,40.74785,-73.99664,Private room,82,1,97,4.69,5,309
27066,Bronx,Mott Haven,40.80889,-73.92028,Entire home/apt,125,3,32,1.59,1,6
27067,Manhattan,Midtown,40.7447,-73.98255,Entire home/apt,350,2,1,0.05,1,0
27068,Manhattan,Hell's Kitchen,40.75949,-73.9908,Private room,40,1,108,5.21,1,65
27069,Brooklyn,Bushwick,40.68826,-73.90933,Private room,80,1,34,2.07,3,207
27070,Brooklyn,Bedford-Stuyvesant,40.68551,-73.9216,Private room,40,18,1,0.05,2,0
27071,Queens,Long Island City,40.74679,-73.94547,Entire home/apt,85,2,14,0.68,1,0
27072,Manhattan,Hell's Kitchen,40.76131,-73.99362,Entire home/apt,185,1,85,4.08,1,172
27073,Manhattan,East Village,40.72436,-73.984,Entire home/apt,215,1,126,6.12,1,234
27074,Queens,Jackson Heights,40.75239,-73.89021,Private room,45,3,12,1.67,1,0
27075,Brooklyn,Crown Heights,40.67257,-73.95958,Entire home/apt,150,1,29,1.41,1,135
27076,Queens,Astoria,40.76818,-73.92613,Private room,65,1,114,5.46,1,319
27077,Manhattan,East Village,40.72171,-73.98307,Entire home/apt,190,4,68,3.34,1,41
27078,Manhattan,East Harlem,40.78671,-73.94153,Private room,60,14,1,0.16,1,55
27079,Manhattan,Lower East Side,40.72269,-73.99102,Entire home/apt,175,2,16,0.77,1,2
27080,Brooklyn,Crown Heights,40.67366,-73.96032,Shared room,60,2,13,0.64,1,0
27081,Manhattan,East Village,40.72469,-73.99111,Entire home/apt,250,3,1,0.05,1,0
27082,Manhattan,Hell's Kitchen,40.76893,-73.99654,Entire home/apt,288,3,66,3.42,2,300
27083,Brooklyn,Clinton Hill,40.68839,-73.96018,Entire home/apt,100,1,93,4.67,1,65
27084,Manhattan,Chelsea,40.74314,-73.99898,Private room,95,1,2,0.1,1,0
27085,Brooklyn,Bedford-Stuyvesant,40.68602,-73.94368,Private room,50,5,1,0.06,7,0
27086,Manhattan,East Village,40.72251,-73.98129,Private room,200,2,9,0.46,1,0
27087,Brooklyn,Bedford-Stuyvesant,40.69119,-73.94225,Entire home/apt,110,2,39,1.91,2,130
27088,Manhattan,Upper West Side,40.78428,-73.97665,Shared room,60,1,90,4.35,4,77
27089,Manhattan,Hell's Kitchen,40.75873,-73.99041,Private room,143,3,18,0.89,4,365
27090,Brooklyn,Flatbush,40.64016,-73.96784,Entire home/apt,97,3,2,0.1,1,0
27091,Manhattan,Midtown,40.75092,-73.98409,Entire home/apt,350,2,0,0.0,1,178
27092,Manhattan,Harlem,40.82794,-73.95118,Entire home/apt,150,2,69,3.36,1,69
27093,Manhattan,Upper East Side,40.76955,-73.95988,Entire home/apt,589,6,9,0.49,1,4
27094,Manhattan,Murray Hill,40.74866,-73.97755,Entire home/apt,138,30,1,0.09,1,188
27095,Manhattan,Harlem,40.81032,-73.94331,Entire home/apt,200,1,3,0.15,1,0
27096,Brooklyn,Bedford-Stuyvesant,40.68623,-73.93807,Entire home/apt,50,2,46,2.23,5,70
27097,Brooklyn,Bedford-Stuyvesant,40.69284,-73.94418,Private room,65,3,40,1.99,3,70
27098,Manhattan,Harlem,40.81222,-73.94667,Entire home/apt,245,2,82,4.44,1,135
27099,Brooklyn,Crown Heights,40.67186,-73.92244,Entire home/apt,100,2,7,0.35,1,0
27100,Brooklyn,Williamsburg,40.71226,-73.93949,Private room,60,2,48,2.3,1,13
27101,Brooklyn,Bushwick,40.70327,-73.92024,Entire home/apt,89,7,10,0.51,1,11
27102,Manhattan,Washington Heights,40.85083,-73.93623,Private room,51,1,4,0.31,1,0
27103,Brooklyn,Bedford-Stuyvesant,40.68578,-73.94242,Entire home/apt,150,30,12,0.63,7,0
27104,Brooklyn,Crown Heights,40.67506,-73.94828,Entire home/apt,110,3,20,1.0,1,0
27105,Manhattan,Hell's Kitchen,40.76673,-73.98324,Entire home/apt,230,2,1,0.05,1,0
27106,Manhattan,Hell's Kitchen,40.76457,-73.99082,Private room,119,1,52,2.5,3,159
27107,Brooklyn,Bedford-Stuyvesant,40.68558,-73.94231,Private room,44,5,1,0.05,7,0
27108,Brooklyn,Bushwick,40.70766,-73.92039,Private room,80,1,34,1.74,1,12
27109,Manhattan,Upper East Side,40.77183,-73.95534,Entire home/apt,233,6,15,0.72,2,154
27110,Manhattan,Harlem,40.8107,-73.94731,Entire home/apt,150,2,10,0.49,1,0
27111,Brooklyn,Williamsburg,40.72031,-73.95615,Entire home/apt,115,4,0,0.0,1,0
27112,Brooklyn,Flatbush,40.65114,-73.96246,Private room,60,2,2,0.1,1,0
27113,Manhattan,Upper East Side,40.77904,-73.95205,Private room,150,1,0,0.0,1,0
27114,Brooklyn,Williamsburg,40.71171,-73.95896,Private room,70,2,3,0.15,1,0
27115,Manhattan,Upper East Side,40.77296,-73.95594,Private room,75,3,11,0.82,2,62
27116,Brooklyn,Crown Heights,40.66719,-73.93913,Entire home/apt,109,2,22,1.17,1,1
27117,Brooklyn,Flatbush,40.64766,-73.95888,Private room,65,3,74,3.59,1,66
27118,Manhattan,Harlem,40.82167,-73.95006,Entire home/apt,210,5,2,0.11,3,88
27119,Manhattan,Midtown,40.75089,-73.9706,Private room,145,1,25,1.27,2,0
27120,Brooklyn,Bedford-Stuyvesant,40.68444,-73.93804,Private room,40,2,101,4.89,3,8
27121,Manhattan,East Harlem,40.79104,-73.94144,Entire home/apt,180,2,3,0.16,1,41
27122,Queens,East Elmhurst,40.76555,-73.87232,Private room,40,1,76,3.68,5,0
27123,Manhattan,Washington Heights,40.83433,-73.94304,Shared room,75,1,0,0.0,1,0
27124,Queens,Jamaica,40.69938,-73.81304,Private room,40,1,119,5.8,4,229
27125,Manhattan,Chelsea,40.74184,-73.99877,Entire home/apt,128,6,6,0.3,1,0
27126,Manhattan,Harlem,40.83089,-73.94541,Private room,36,1,0,0.0,1,0
27127,Brooklyn,Bedford-Stuyvesant,40.6918,-73.95884,Entire home/apt,85,8,16,0.81,1,6
27128,Manhattan,Harlem,40.80111,-73.95221,Entire home/apt,173,2,62,3.44,1,92
27129,Brooklyn,Greenpoint,40.72168,-73.94336,Entire home/apt,150,10,2,0.11,1,41
27130,Brooklyn,Clinton Hill,40.68499,-73.9616,Entire home/apt,200,10,5,0.24,1,0
27131,Queens,Queens Village,40.71195,-73.74172,Entire home/apt,98,1,64,3.45,1,356
27132,Brooklyn,Red Hook,40.67634,-74.00293,Private room,69,1,32,1.73,1,86
27133,Brooklyn,Bedford-Stuyvesant,40.68589,-73.95516,Entire home/apt,142,6,4,0.2,2,0
27134,Manhattan,Harlem,40.82523,-73.95357,Entire home/apt,180,5,1,0.05,1,0
27135,Brooklyn,Williamsburg,40.71072,-73.96498,Entire home/apt,150,4,45,2.18,1,13
27136,Manhattan,East Harlem,40.79109,-73.94915,Private room,100,2,83,4.08,2,40
27137,Brooklyn,Gowanus,40.67585,-73.99653,Entire home/apt,125,2,13,0.64,1,0
27138,Brooklyn,Williamsburg,40.71975,-73.94279,Entire home/apt,175,2,1,0.05,1,0
27139,Brooklyn,Williamsburg,40.71523,-73.96245,Private room,66,2,3,0.15,2,0
27140,Manhattan,Hell's Kitchen,40.76636,-73.99334,Private room,150,1,9,0.44,2,88
27141,Manhattan,Harlem,40.81953,-73.94717,Private room,79,2,83,4.14,1,26
27142,Brooklyn,Williamsburg,40.71536,-73.96358,Private room,66,2,1,0.05,2,0
27143,Brooklyn,Bushwick,40.70121,-73.91986,Private room,85,1,89,4.35,4,58
27144,Manhattan,Morningside Heights,40.80605,-73.96496,Entire home/apt,125,3,16,0.79,1,25
27145,Brooklyn,Bushwick,40.70154,-73.92297,Private room,89,2,0,0.0,1,0
27146,Brooklyn,Park Slope,40.67643,-73.97824,Entire home/apt,105,7,7,0.36,1,0
27147,Brooklyn,Williamsburg,40.71563,-73.95815,Private room,120,4,0,0.0,1,0
27148,Manhattan,Greenwich Village,40.72849,-73.99987,Shared room,56,35,1,0.05,2,0
27149,Manhattan,Upper West Side,40.80272,-73.96629,Private room,129,1,83,4.0,2,365
27150,Manhattan,Chelsea,40.74387,-73.99766,Entire home/apt,180,3,6,0.42,1,20
27151,Brooklyn,Williamsburg,40.7141,-73.96163,Shared room,35,1,0,0.0,3,0
27152,Manhattan,Midtown,40.74557,-73.98216,Private room,130,1,9,0.44,1,0
27153,Brooklyn,Bushwick,40.70067,-73.92752,Private room,35,2,22,1.89,3,29
27154,Brooklyn,Bushwick,40.70031,-73.92848,Private room,25,2,35,1.8,3,3
27155,Manhattan,Upper East Side,40.76241,-73.96134,Entire home/apt,150,5,1,0.05,1,0
27156,Brooklyn,Greenpoint,40.72865,-73.95937,Entire home/apt,120,5,17,0.83,1,0
27157,Brooklyn,Williamsburg,40.71766,-73.94937,Private room,60,2,7,0.34,3,0
27158,Queens,Springfield Gardens,40.66668,-73.76417,Private room,90,1,2,0.14,4,84
27159,Brooklyn,Williamsburg,40.71719,-73.95427,Entire home/apt,109,2,4,0.36,1,0
27160,Manhattan,Kips Bay,40.74155,-73.98235,Private room,70,1,119,5.78,2,3
27161,Manhattan,East Village,40.73073,-73.98601,Entire home/apt,145,3,27,1.33,1,7
27162,Manhattan,Tribeca,40.71844,-74.00901,Private room,200,1,0,0.0,1,0
27163,Manhattan,Lower East Side,40.72035,-73.98542,Entire home/apt,225,4,1,0.05,2,0
27164,Manhattan,Upper West Side,40.78025,-73.97585,Entire home/apt,200,30,5,0.25,1,0
27165,Queens,Douglaston,40.75612,-73.72954,Private room,40,1,9,0.49,5,252
27166,Brooklyn,Bushwick,40.68818,-73.91519,Private room,75,3,2,1.2,8,365
27167,Manhattan,Chelsea,40.7497,-73.99515,Private room,85,1,113,5.5,5,292
27168,Brooklyn,DUMBO,40.70223,-73.98971,Entire home/apt,145,2,1,0.05,1,0
27169,Manhattan,Harlem,40.80543,-73.95739,Entire home/apt,150,1,21,1.14,1,2
27170,Brooklyn,Crown Heights,40.67592,-73.94792,Entire home/apt,100,2,3,0.15,1,0
27171,Queens,Long Island City,40.74622,-73.94055,Entire home/apt,100,4,2,0.19,1,0
27172,Brooklyn,Bushwick,40.69059,-73.91805,Private room,42,2,35,1.69,1,0
27173,Manhattan,Upper East Side,40.77196,-73.95454,Entire home/apt,299,2,1,0.05,1,0
27174,Brooklyn,Bedford-Stuyvesant,40.69657,-73.94235,Private room,50,5,62,3.58,1,12
27175,Manhattan,Upper East Side,40.76369,-73.96122,Entire home/apt,200,30,1,0.07,87,364
27176,Manhattan,Harlem,40.80639,-73.94829,Entire home/apt,105,30,5,0.28,2,195
27177,Brooklyn,Bushwick,40.69242,-73.90441,Private room,60,30,5,0.24,1,141
27178,Manhattan,Harlem,40.81535,-73.94713,Entire home/apt,175,3,33,1.61,1,1
27179,Bronx,Concourse,40.82276,-73.92682,Entire home/apt,114,2,79,3.88,1,283
27180,Brooklyn,Brownsville,40.65732,-73.90666,Entire home/apt,62,2,0,0.0,1,0
27181,Manhattan,Midtown,40.74703,-73.98738,Entire home/apt,160,4,48,2.44,1,327
27182,Brooklyn,Williamsburg,40.70907,-73.9495,Private room,184,2,1,0.05,2,0
27183,Manhattan,Hell's Kitchen,40.76565,-73.98554,Shared room,299,2,37,1.8,5,188
27184,Manhattan,East Village,40.73352,-73.98777,Private room,103,1,39,2.0,1,0
27185,Manhattan,Upper East Side,40.76767,-73.95609,Entire home/apt,225,2,7,0.37,1,0
27186,Manhattan,Upper East Side,40.76719,-73.96973,Entire home/apt,750,4,0,0.0,2,0
27187,Manhattan,Harlem,40.82056,-73.95338,Entire home/apt,249,3,3,0.21,1,0
27188,Brooklyn,East New York,40.66372,-73.88285,Entire home/apt,75,2,27,1.42,2,151
27189,Manhattan,Murray Hill,40.74689,-73.9781,Entire home/apt,175,2,1,0.05,1,0
27190,Brooklyn,Williamsburg,40.71227,-73.93618,Private room,58,2,11,0.73,1,88
27191,Manhattan,Lower East Side,40.72077,-73.98923,Entire home/apt,250,5,8,0.43,1,0
27192,Manhattan,Chinatown,40.71601,-73.99056,Entire home/apt,110,5,4,0.19,1,0
27193,Brooklyn,Greenpoint,40.72468,-73.9523,Entire home/apt,150,3,0,0.0,2,0
27194,Brooklyn,Bedford-Stuyvesant,40.68994,-73.95908,Private room,60,3,0,0.0,1,0
27195,Brooklyn,Canarsie,40.63895,-73.91606,Entire home/apt,65,3,65,3.19,3,305
27196,Bronx,Melrose,40.82251,-73.91125,Private room,60,3,0,0.0,1,90
27197,Brooklyn,Prospect-Lefferts Gardens,40.66308,-73.9482,Private room,80,1,27,1.66,1,0
27198,Brooklyn,Bedford-Stuyvesant,40.6847,-73.92904,Private room,25,1,4,0.19,1,34
27199,Brooklyn,Bedford-Stuyvesant,40.69147,-73.95572,Entire home/apt,150,3,17,1.45,1,0
27200,Manhattan,Upper West Side,40.78858,-73.97462,Entire home/apt,170,3,34,1.66,1,0
27201,Queens,Forest Hills,40.7081,-73.85206,Entire home/apt,70,1,29,1.47,2,225
27202,Brooklyn,Canarsie,40.64963,-73.89817,Private room,65,4,8,0.39,4,37
27203,Staten Island,Randall Manor,40.63118,-74.12866,Private room,55,2,4,0.2,5,355
27204,Manhattan,Nolita,40.72036,-73.99633,Entire home/apt,550,4,87,4.22,1,295
27205,Manhattan,Financial District,40.71018,-74.01325,Entire home/apt,215,2,0,0.0,1,0
27206,Brooklyn,Bedford-Stuyvesant,40.67664,-73.91163,Entire home/apt,90,3,36,1.83,1,253
27207,Queens,Laurelton,40.68021,-73.74167,Entire home/apt,110,1,45,2.24,1,170
27208,Brooklyn,Bay Ridge,40.6338,-74.03162,Private room,30,3,0,0.0,1,0
27209,Manhattan,Harlem,40.82621,-73.94549,Entire home/apt,95,1,139,6.9,1,41
27210,Brooklyn,Prospect-Lefferts Gardens,40.66376,-73.94643,Private room,35,1,45,2.42,2,52
27211,Queens,Forest Hills,40.71711,-73.8347,Private room,70,1,34,1.67,1,93
27212,Manhattan,Hell's Kitchen,40.76254,-73.98812,Private room,150,3,54,2.67,3,24
27213,Brooklyn,Williamsburg,40.71873,-73.95535,Entire home/apt,80,2,18,0.88,1,12
27214,Manhattan,Kips Bay,40.74484,-73.9789,Entire home/apt,160,1,12,0.59,1,0
27215,Brooklyn,Carroll Gardens,40.67831,-74.00186,Entire home/apt,90,6,0,0.0,3,0
27216,Brooklyn,Brooklyn Heights,40.7008,-73.99385,Entire home/apt,196,1,39,2.0,1,96
27217,Brooklyn,Bedford-Stuyvesant,40.68903,-73.93192,Private room,62,1,8,0.39,1,0
27218,Brooklyn,Cypress Hills,40.68,-73.90447,Private room,36,2,70,3.43,3,326
27219,Manhattan,Financial District,40.70507,-74.009,Private room,143,2,3,0.15,1,0
27220,Manhattan,Hell's Kitchen,40.7661,-73.98843,Entire home/apt,120,2,3,1.14,1,0
27221,Brooklyn,Park Slope,40.68111,-73.97994,Entire home/apt,129,3,7,0.38,1,12
27222,Brooklyn,Bushwick,40.69881,-73.91278,Private room,32,1,3,0.15,1,0
27223,Queens,Ridgewood,40.70341,-73.89624,Private room,48,2,39,1.91,1,231
27224,Manhattan,Murray Hill,40.74819,-73.97642,Entire home/apt,150,2,61,2.95,1,26
27225,Manhattan,SoHo,40.7251,-74.00775,Entire home/apt,250,2,5,0.26,1,0
27226,Manhattan,Lower East Side,40.72052,-73.98347,Private room,70,2,1,0.05,1,0
27227,Brooklyn,Clinton Hill,40.69471,-73.96633,Private room,100,21,15,0.97,1,89
27228,Queens,Ridgewood,40.70707,-73.91455,Private room,40,30,6,0.29,1,0
27229,Manhattan,Chinatown,40.7141,-73.99157,Entire home/apt,110,2,34,1.73,1,15
27230,Manhattan,Upper East Side,40.76667,-73.9587,Entire home/apt,200,2,41,2.06,1,158
27231,Manhattan,Chelsea,40.74379,-73.99918,Entire home/apt,250,2,8,0.41,1,253
27232,Brooklyn,Williamsburg,40.71218,-73.96268,Private room,60,2,2,0.1,1,0
27233,Brooklyn,Crown Heights,40.6739,-73.9535,Private room,60,2,2,0.1,1,0
27234,Staten Island,St. George,40.64591,-74.08399,Entire home/apt,125,1,108,5.41,1,319
27235,Queens,Ditmars Steinway,40.77511,-73.91992,Entire home/apt,85,1,82,6.03,1,46
27236,Brooklyn,Williamsburg,40.71167,-73.95785,Entire home/apt,140,3,2,0.1,1,0
27237,Manhattan,Harlem,40.8236,-73.9516,Private room,67,1,27,1.66,1,160
27238,Bronx,Morrisania,40.82995,-73.90342,Entire home/apt,50,1,0,0.0,1,0
27239,Manhattan,Midtown,40.76391,-73.98238,Private room,300,3,0,0.0,1,0
27240,Brooklyn,Williamsburg,40.71152,-73.95787,Private room,75,2,6,0.3,2,307
27241,Queens,Ridgewood,40.7088,-73.91387,Entire home/apt,140,3,54,2.82,1,230
27242,Brooklyn,Williamsburg,40.71341,-73.96556,Entire home/apt,165,3,32,1.63,1,10
27243,Manhattan,West Village,40.72986,-74.00465,Private room,100,2,3,0.15,1,0
27244,Brooklyn,Williamsburg,40.71549,-73.94973,Entire home/apt,100,30,2,0.15,4,332
27245,Queens,Long Island City,40.7539,-73.93419,Private room,55,1,64,3.21,9,285
27246,Brooklyn,Williamsburg,40.7163,-73.95087,Entire home/apt,100,30,4,0.2,4,323
27247,Queens,Astoria,40.75766,-73.92738,Entire home/apt,108,4,11,0.56,1,0
27248,Brooklyn,Bushwick,40.6985,-73.93384,Shared room,42,2,13,0.65,2,365
27249,Brooklyn,Flatbush,40.65182,-73.95804,Private room,39,7,0,0.0,1,0
27250,Brooklyn,Bedford-Stuyvesant,40.69095,-73.95338,Entire home/apt,100,7,2,1.5,2,189
27251,Brooklyn,Bushwick,40.70393,-73.92377,Entire home/apt,95,2,62,3.08,1,34
27252,Manhattan,Gramercy,40.73625,-73.98597,Entire home/apt,140,2,20,0.99,1,29
27253,Brooklyn,Greenpoint,40.73279,-73.95426,Entire home/apt,110,6,5,0.24,1,0
27254,Queens,Long Island City,40.75331,-73.93907,Entire home/apt,300,4,65,3.27,2,221
27255,Brooklyn,East New York,40.6697,-73.88407,Entire home/apt,70,1,56,4.41,1,64
27256,Queens,Flushing,40.76573,-73.82822,Private room,85,1,12,0.74,1,171
27257,Brooklyn,Flatbush,40.64116,-73.95991,Entire home/apt,55,2,70,3.64,1,5
27258,Manhattan,Theater District,40.76163,-73.98023,Private room,949,2,7,0.36,1,8
27259,Brooklyn,Williamsburg,40.71564,-73.95821,Private room,120,2,0,0.0,1,0
27260,Brooklyn,Greenpoint,40.72552,-73.95108,Shared room,45,7,0,0.0,1,0
27261,Queens,Long Island City,40.7574,-73.93011,Entire home/apt,125,3,54,2.9,1,83
27262,Manhattan,SoHo,40.72394,-73.99656,Private room,80,3,2,0.11,2,0
27263,Manhattan,Midtown,40.74607,-73.98547,Entire home/apt,300,2,1,0.05,1,0
27264,Manhattan,Washington Heights,40.85561,-73.93306,Entire home/apt,99,2,12,0.61,1,0
27265,Queens,Long Island City,40.7647,-73.93914,Private room,71,1,63,3.19,6,360
27266,Brooklyn,Bergen Beach,40.62052,-73.91145,Entire home/apt,95,2,41,2.04,2,4
27267,Queens,Astoria,40.76129,-73.92009,Entire home/apt,123,1,56,2.73,1,126
27268,Brooklyn,Bedford-Stuyvesant,40.68709,-73.94147,Entire home/apt,80,2,70,3.52,2,248
27269,Queens,Jackson Heights,40.74763,-73.88468,Entire home/apt,95,2,46,2.29,5,168
